game_date,game_length,game_template,game_version,tournament_id,owner_id,p1_rating,p1_fraction,p1_hero_start,p_1_hero_main,p1_rating_change,p2_id,p2_rating,p2_hero_main,p2_hero_start,p2_fraction,p2_rating_change,game_result
2015-11-24,211,8,1,32,37002,1572,8,117,117,-12,28655,1671,172,134,9,12,3
2015-11-26,125,4,1,32,28655,1683,1,17,119,14,36417,1644,73,73,5,-14,2
2015-11-26,132,18,1,32,37005,1298,1,5,118,-1,28655,1697,117,1,1,1,3
2015-11-26,136,6,1,32,28655,1698,9,142,56,16,36743,1704,117,117,8,-16,2
2015-11-27,124,18,3,32,36562,1334,9,144,148,-1,28655,1714,146,139,9,1,3
2015-11-28,124,4,1,32,28655,1715,9,130,89,17,35329,1733,117,117,8,-17,2
2015-11-30,125,4,1,32,28655,1732,2,25,25,8,36750,1525,73,73,5,-8,2
2015-12-03,124,4,1,32,28655,1740,9,133,133,11,33770,1604,104,104,7,-11,2
2015-12-03,125,8,1,32,28655,1751,5,72,72,16,34238,1751,117,144,9,-16,2
2015-12-10,131,6,1,42,28680,1466,2,18,87,-4,28655,1767,73,129,8,4,3
2015-12-18,212,8,1,40,33873,1672,3,49,37,20,28655,1771,25,25,2,-20,2
2015-12-29,137,4,1,42,36914,1466,8,128,117,27,28655,1751,134,122,8,-27,2
2015-12-31,115,14,1,40,28655,1724,2,25,25,9,37002,1550,117,117,8,-9,2
2015-12-31,122,4,1,40,28655,1733,2,25,25,17,15309,1756,52,52,4,-17,2
2015-12-31,221,6,1,40,28655,1750,2,25,25,3,34941,1413,87,89,6,-3,2
2015-12-31,127,4,3,41,28655,1753,4,52,146,14,34316,1710,115,115,8,-14,2
2015-12-31,127,4,3,42,28655,1767,3,37,37,9,36417,1584,104,104,7,-9,2
2015-12-31,143,14,1,40,28655,1776,2,25,25,3,15190,1445,72,72,5,-3,2
2016-01-03,127,8,1,42,28655,1779,5,72,72,4,32857,1481,73,144,9,-4,2
2016-01-06,225,8,1,42,28655,1783,9,142,87,20,7275,1886,117,117,8,-20,2
2016-01-06,147,6,1,42,35329,1762,8,114,18,18,28655,1803,118,139,9,-18,2
2016-01-07,137,4,1,42,28655,1785,8,126,117,3,32857,1467,104,130,9,-3,2
2016-01-13,134,6,1,42,28655,1788,4,55,52,7,37110,1556,99,99,7,-7,2
2016-01-13,121,18,3,41,28655,1795,7,99,99,12,30437,1703,87,104,7,-12,2
2016-01-16,124,18,1,42,35329,,9,145,108,,28655,,141,141,9,,2
2016-01-23,121,6,1,37,28655,1807,1,15,104,5,34612,1531,116,125,8,-5,2
2016-01-23,123,4,1,37,28655,1812,8,124,100,5,34612,1526,55,125,8,-5,2
2016-01-28,123,8,1,42,28655,1817,7,104,104,21,25952,1933,55,55,4,-21,2
2016-01-31,125,6,1,42,28655,1838,6,87,87,11,36743,1704,117,117,8,-11,2
2016-02-01,123,8,1,42,28655,1849,4,55,99,8,36344,1658,72,2,1,-8,2
2016-02-02,133,22,1,44,28655,1857,5,78,78,8,17304,1647,140,17,1,-8,2
2016-02-05,226,10,1,42,28655,1865,8,117,117,7,36344,1650,102,49,3,-7,2
2016-02-07,141,6,1,40,28655,1872,2,25,25,1,9577,1501,89,89,6,-1,2
2016-02-12,131,6,1,44,28655,1873,6,90,78,1,34965,1483,140,17,1,-1,2
2016-02-13,125,18,3,41,28430,1716,3,36,120,22,28655,1874,47,47,3,-22,2
2016-02-20,146,8,1,44,28655,1852,3,47,47,8,8871,1648,78,17,1,-8,2
2016-02-20,144,10,1,44,28655,1860,3,47,111,2,37581,1518,109,128,8,-2,2
2016-03-06,137,8,1,46,28655,1862,1,17,25,1,21634,1299,138,138,9,-1,2
2016-03-07,147,8,1,46,28655,1863,3,47,105,11,27850,1729,117,117,8,-11,2
2016-03-12,124,4,3,41,28655,1874,5,71,71,6,35529,1624,147,147,10,-6,2
2016-03-15,144,8,1,46,28655,1880,4,52,56,-25,22468,1653,145,130,9,25,3
2016-03-24,146,6,1,37,28655,1855,9,135,89,-25,21439,1636,2,13,1,25,3
2016-03-26,215,8,1,46,34318,1629,3,47,104,-8,28655,1830,87,87,6,8,3
2016-04-01,127,1,1,40,28655,1838,2,26,25,16,11522,1828,23,23,2,-16,2
2016-04-09,144,8,1,37,28655,1854,9,144,73,8,21439,1659,108,108,7,-8,2
2016-04-12,132,10,1,46,28655,1862,1,16,138,1,34756,1416,9,9,1,-1,2
2016-04-16,135,13,3,41,28655,1863,5,71,71,5,36776,1588,120,49,3,-5,2
2016-04-20,122,6,1,37,28655,1868,5,66,68,4,34306,1573,120,128,8,-4,2
2016-04-25,147,8,1,44,28655,1872,8,128,111,9,33873,1692,138,47,3,-9,2
2016-04-26,135,8,1,40,37110,1691,9,145,89,24,28655,1881,25,25,2,-24,2
2016-05-14,211,8,1,42,36743,1850,8,117,25,16,28655,1857,87,17,1,-16,2
2016-05-15,133,6,1,40,28655,1841,2,25,25,11,28755,1719,9,2,1,-11,2
2016-05-15,116,15,3,52,28655,1852,7,104,104,1,21160,1440,108,108,7,-1,2
2016-05-16,125,31,1,54,28655,1853,8,117,100,-21,27726,1717,99,128,8,21,3
2016-05-18,222,14,1,44,33873,1707,1,17,17,21,28655,1832,141,141,9,-21,2
2016-05-19,147,8,1,42,28655,1811,1,17,78,14,36572,1752,72,72,5,-14,2
2016-05-20,125,6,1,51,28430,1861,1,2,99,15,28655,1825,73,72,5,-15,2
2016-05-27,117,6,1,42,18224,2027,5,72,72,7,28655,1810,2,2,1,-7,2
2016-05-30,137,18,3,41,17324,1915,2,23,111,12,28655,1803,18,20,2,-12,2
2016-06-01,146,8,1,44,33873,1687,4,58,138,20,28655,1791,141,17,1,-20,2
2016-06-03,125,4,1,40,34316,1650,6,89,89,21,28655,1771,25,25,2,-21,2
2016-06-03,125,8,1,46,28655,1750,4,54,72,10,36914,1593,47,47,3,-10,2
2016-06-07,135,8,3,52,28655,1760,7,108,108,8,11683,1559,104,104,7,-8,2
2016-06-09,117,4,1,56,16862,1759,5,73,73,16,28655,1768,108,2,1,-16,2
2016-06-11,135,18,3,52,28655,1752,7,108,108,3,36886,1423,105,105,7,-3,2
2016-06-11,121,6,1,37,28655,1755,1,4,78,8,34306,1558,145,92,6,-8,2
2016-06-13,132,15,1,55,28655,1763,4,56,56,1,21634,1252,72,72,5,-1,2
2016-06-24,145,8,1,46,28655,1764,9,143,73,17,7275,1786,72,72,5,-17,2
2016-06-25,133,8,1,37,28655,1781,7,101,104,7,34306,1550,138,24,2,-7,2
2016-06-26,142,8,1,46,18224,2005,6,87,87,7,28655,1788,134,134,9,-7,2
2016-06-27,127,14,1,46,18224,2012,5,72,72,7,28655,1781,108,108,7,-7,2
2016-07-02,132,8,1,56,28655,1774,2,25,117,15,36344,1751,87,114,8,-15,2
2016-07-05,127,4,3,52,28655,1789,7,104,104,19,28430,1874,105,105,7,-19,2
2016-07-08,137,22,1,55,28655,1808,3,47,47,1,36099,1380,89,89,6,-1,2
2016-07-09,144,18,3,52,27671,1851,7,105,104,14,28655,1809,108,108,7,-14,2
2016-07-11,125,2,1,56,28655,1795,1,2,87,25,18224,2019,25,25,2,-25,2
2016-07-16,146,6,1,55,35928,1804,9,130,87,17,28655,1820,25,25,2,-17,2
2016-07-23,123,8,1,56,35928,1824,8,117,117,15,28655,1803,111,47,3,-15,2
2016-07-24,127,8,1,56,36344,1675,3,46,87,21,28655,1788,145,116,8,-21,2
2016-07-26,144,8,1,56,38857,1690,8,118,118,-13,28655,1767,104,137,9,13,3
2016-07-30,124,14,1,55,17663,1726,9,136,136,18,28655,1780,72,72,5,-18,2
2016-07-30,141,15,1,51,28655,1762,2,25,25,22,30036,1910,108,89,6,-22,2
2016-08-02,122,6,1,51,7275,1780,8,114,70,16,28655,1784,99,17,1,-16,2
2016-08-06,137,8,1,56,28655,1768,6,87,87,10,38857,1627,134,17,1,-10,2
2016-08-11,125,3,1,55,28655,1778,8,114,108,12,21439,1681,99,99,7,-12,2
2016-08-20,125,4,1,56,38857,1596,4,55,104,-8,28655,1790,73,73,5,8,3
2016-08-28,241,8,1,37,28655,1798,5,75,73,5,34306,1528,87,28,2,-5,2
2016-08-30,136,10,1,55,7275,1785,1,2,67,17,28655,1803,108,108,7,-17,2
2016-09-02,147,8,1,56,28655,1786,8,117,117,-11,30588,1901,108,108,7,11,3
2016-09-04,126,4,1,56,28655,1775,8,117,117,20,36743,1866,111,17,1,-20,2
2016-09-09,134,4,1,56,28655,1795,9,144,111,15,35928,1762,89,89,6,-15,2
2016-09-17,133,4,1,51,28655,1810,8,117,117,18,34348,1857,25,2,1,-18,2
2016-09-20,135,15,1,51,28655,1828,7,108,108,15,16862,1800,104,143,9,-15,2
2016-09-20,127,8,1,56,28655,1843,5,72,72,18,30588,1901,108,108,7,-18,2
2016-09-23,144,15,1,51,30254,1893,8,117,117,15,28655,1861,87,87,6,-15,2
2016-12-19,137,2,1,51,18224,2037,6,89,89,8,28655,1846,108,139,9,-8,2
2017-01-01,146,8,1,65,28655,1838,9,139,67,16,36344,1839,73,2,1,-16,2
2017-01-01,213,8,1,65,28655,1854,3,47,67,15,36344,1823,78,139,9,-15,2
2017-01-03,133,8,1,65,28655,1869,6,89,89,13,36344,1799,100,47,3,-13,2
2017-02-05,134,16,1,69,28655,1882,6,97,87,7,32393,1661,105,98,7,-7,2
2017-02-08,145,8,1,65,28655,1889,1,2,105,11,14751,1758,47,47,3,-11,2
2017-02-18,125,38,1,69,28655,1900,5,78,78,1,32194,1516,67,144,9,-1,2
2017-02-26,141,8,1,65,28655,1901,1,2,73,9,28755,1725,25,55,4,-9,2
2017-02-28,117,38,1,69,28655,1910,8,117,117,1,41634,1496,2,2,1,-1,2
2017-03-01,133,4,1,65,18224,1993,2,25,25,13,28655,1911,86,55,4,-13,2
2017-03-04,123,8,1,73,28655,1898,3,47,56,1,44422,1358,52,52,4,-1,2
2017-03-06,131,8,1,73,25200,1461,3,47,68,32,28655,1899,25,25,2,-32,2
2017-03-11,146,8,1,73,28655,1867,1,17,145,1,21634,1242,9,114,8,-1,2
2017-03-13,143,8,1,65,28655,1868,9,143,25,9,28755,1685,108,108,7,-9,2
2017-03-16,137,8,1,73,28655,1877,7,108,108,1,45413,1444,73,117,8,-1,2
2017-03-18,141,8,1,65,28655,1878,8,117,73,9,35928,1709,108,55,4,-9,2
2017-03-19,146,8,1,73,28655,1887,6,87,87,6,44727,1632,69,117,8,-6,2
2017-03-22,147,8,1,65,28655,1893,5,78,78,9,28755,1711,69,55,4,-9,2
2017-03-24,115,4,1,69,28655,1902,2,25,25,19,28430,1968,138,138,9,-19,2
2017-03-26,141,18,1,69,28655,1921,3,47,108,17,28430,1949,75,49,3,-17,2
2017-03-29,125,4,1,65,28655,1938,5,73,73,13,25952,1872,117,117,8,-13,2
2017-04-01,217,6,1,73,22627,1641,7,108,108,28,28655,1951,99,55,4,-28,2
2017-04-04,134,8,1,65,28655,1923,4,55,108,10,21201,1781,73,2,1,-10,2
2017-04-12,217,8,1,65,39835,1736,4,52,52,24,28655,1933,25,25,2,-24,2
2017-04-13,143,8,1,65,28655,1909,3,47,9,10,39835,1760,89,89,6,-10,2
2017-04-15,215,8,1,65,28655,1919,1,2,69,10,21201,1775,74,55,4,-10,2
2017-04-15,121,8,1,65,28655,1929,1,2,67,9,21201,1765,75,55,4,-9,2
2017-04-19,136,8,1,65,28655,1938,2,25,25,9,21201,1767,78,37,3,-9,2
2017-04-21,144,8,1,65,28655,1947,7,108,108,7,40400,1732,117,117,8,-7,2
2017-04-23,136,8,1,65,28655,1954,6,87,87,3,36988,1617,73,78,5,-3,2
2017-04-23,226,8,1,65,28655,1957,9,132,78,8,28755,1753,72,72,5,-8,2
2017-04-27,136,18,1,69,28655,1965,1,2,81,2,11238,1623,37,17,1,-2,2
2017-04-29,212,8,1,65,28755,1749,4,55,80,25,28655,1967,25,25,2,-25,2
2017-05-04,147,8,1,65,28755,1801,9,138,9,22,28655,1942,87,47,3,-22,2
2017-05-10,143,8,1,65,28655,1920,7,108,108,8,21201,1730,9,2,1,-8,2
2017-05-11,143,15,3,77,28655,1928,5,80,80,15,12406,1891,71,71,5,-15,2
2017-05-13,136,22,3,77,12406,1876,5,78,69,19,28655,1943,71,71,5,-19,2
2017-05-13,123,10,3,77,12406,1895,5,71,71,17,28655,1924,80,80,5,-17,2
2017-05-24,137,15,3,80,16862,1861,3,47,156,18,28655,1907,71,71,5,-18,2
2017-05-25,134,4,1,69,28655,1889,9,137,108,6,11238,1635,133,49,3,-6,2
2017-05-25,141,8,1,65,28655,1895,5,78,78,8,21201,1686,87,55,4,-8,2
2017-05-26,214,8,1,65,40400,1752,5,78,87,22,28655,1903,108,55,4,-22,2
2017-06-04,126,4,1,77,28655,1861,5,71,80,16,30036,1859,75,78,5,-16,2
2017-06-04,126,22,1,77,28655,1877,5,78,78,15,30036,1843,71,71,5,-15,2
2017-06-04,133,18,1,82,28655,1892,5,78,78,17,12406,1920,71,71,5,-17,2
2017-06-04,211,8,3,80,28655,1909,5,71,71,-18,27671,1868,105,105,7,18,3
2017-06-03,143,18,1,69,27357,1793,1,2,52,20,28655,1881,74,17,1,-20,2
2017-06-09,131,18,1,77,35555,1749,5,78,87,22,28655,1891,71,71,5,-22,2
2017-06-09,127,4,1,77,35555,1771,5,78,78,20,28655,1869,71,71,5,-20,2
2017-06-23,211,14,3,80,28655,1849,5,71,71,18,16862,1904,47,47,3,-18,2
2017-06-24,141,4,1,69,27357,1802,8,117,117,19,28655,1867,104,104,7,-19,2
2017-06-26,134,4,3,80,28655,1848,5,71,71,13,34348,1783,1,1,1,-13,2
2017-06-27,125,4,3,82,28430,1954,4,55,104,12,28655,1861,173,47,3,-12,2
2017-06-29,123,22,3,80,27671,1871,7,105,105,15,28655,1849,71,71,5,-15,2
2017-07-01,124,22,1,83,28655,1834,3,47,145,15,30588,1817,108,108,7,-15,2
2017-07-06,145,8,3,82,28655,1849,10,147,147,9,35928,1680,55,55,4,-9,2
2017-07-08,141,22,3,80,28655,1858,5,71,71,12,34348,1747,108,1,1,-12,2
2017-07-16,211,8,1,82,28655,1870,6,87,87,13,36344,1804,108,108,7,-13,2
2017-07-25,135,18,3,84,28655,1883,1,5,84,8,36776,1683,146,1,1,-8,2
2017-08-07,215,14,1,85,15190,1585,1,2,9,28,28655,1891,118,47,3,-28,2
2017-08-08,131,8,1,83,28655,1863,9,131,72,20,16741,1967,104,104,7,-20,2
2017-08-12,122,18,1,83,16741,1955,2,23,23,13,28655,1883,25,18,2,-13,2
2017-08-13,137,15,1,83,16741,1979,7,104,73,12,28655,1870,87,87,6,-12,2
2017-08-13,131,10,1,86,28655,1858,7,108,87,5,30084,1587,47,47,3,-5,2
2017-08-15,126,16,1,85,28655,1863,7,104,11,1,37002,1444,48,48,3,-1,2
2017-08-16,137,8,3,80,16741,1991,4,54,96,11,28655,1864,71,71,5,-11,2
2017-08-19,132,15,3,80,28655,1853,5,71,71,23,16741,2033,97,54,4,-23,2
2017-08-21,144,8,1,86,28655,1876,6,87,87,16,14751,1885,25,25,2,-16,2
2017-08-24,123,34,3,84,27421,1799,6,84,148,20,28655,1892,93,93,6,-20,2
2017-08-31,134,2,1,69,28655,1872,3,49,75,17,30588,1893,108,108,7,-17,2
2017-09-01,113,10,1,85,28655,1889,3,49,117,7,43242,1668,70,55,4,-7,2
2017-09-02,125,2,1,69,30588,1893,9,140,140,16,28655,1896,108,2,1,-16,2
2017-09-03,213,8,1,82,28655,1880,1,2,101,11,35529,1752,69,55,4,-11,2
2017-09-08,123,4,1,86,28430,,5,73,73,,28655,,132,140,9,,2
2017-09-13,131,16,1,69,28655,1891,9,142,138,17,30588,1918,1,130,9,-17,2
2017-09-15,131,4,1,85,11683,1564,8,117,117,30,28655,1908,89,89,6,-30,2
2017-09-16,132,4,1,86,28655,1878,5,73,73,20,28430,1983,89,89,6,-20,2
2017-09-18,131,18,3,84,28655,1898,9,140,145,3,14714,1580,134,134,9,-3,2
2017-09-26,122,18,1,69,28655,1901,4,55,66,15,27357,1883,78,52,4,-15,2
2017-09-28,133,18,1,85,30084,1492,1,5,18,-1,28655,1916,9,1,1,1,3
2017-09-29,122,34,3,84,28655,1917,4,52,145,12,27671,1827,143,57,4,-12,2
2017-10-12,212,16,1,89,11238,1667,2,24,25,26,28655,1929,138,59,4,-26,2
2017-10-13,131,22,1,86,16862,1863,9,131,114,18,28655,1903,138,145,9,-18,2
2017-10-13,124,16,1,89,28655,1885,4,55,108,3,43065,1571,25,21,2,-3,2
2017-10-13,122,22,3,87,35329,1965,10,148,146,13,28655,1888,87,116,8,-13,2
2017-10-13,117,22,3,87,35329,1978,8,117,117,12,28655,1875,149,149,10,-12,2
2017-10-19,132,31,1,85,28655,1863,1,10,9,7,44817,1628,83,83,6,-7,2
2017-10-21,126,18,1,69,28655,1870,5,78,78,15,27357,1856,73,73,5,-15,2
2017-10-21,121,18,3,84,28655,1885,7,111,105,8,32393,1688,99,99,7,-8,2
2017-10-26,126,8,1,82,28655,1893,4,55,69,10,36750,1745,78,25,2,-10,2
2017-10-28,114,16,1,89,28330,1702,5,73,73,24,28655,1903,138,55,4,-24,2
2017-11-04,137,22,3,87,20804,,6,89,89,,28655,,72,69,5,,2
2017-11-02,142,34,1,85,36906,1688,7,104,104,24,28655,1879,105,105,7,-24,2
2017-11-08,147,8,1,82,32914,1770,3,49,145,19,28655,1855,78,78,5,-19,2
2017-11-16,124,18,3,84,28655,1836,3,49,149,17,35769,1851,48,36,3,-17,2
2017-11-21,137,8,1,85,28655,1853,9,135,25,5,35344,1585,87,89,6,-5,2
2017-11-26,142,8,1,86,28655,1858,2,25,87,16,33873,1867,78,78,5,-16,2
2017-12-06,134,8,1,90,28655,1886,5,78,73,7,28755,1670,76,17,1,-7,2
2017-12-03,127,4,1,86,16862,1776,8,117,117,-12,28655,1874,2,2,1,12,3
2017-12-07,137,16,1,86,16862,1765,3,48,48,21,28655,1893,71,114,8,-21,2
2017-12-08,116,15,1,90,28655,1872,5,78,78,1,35111,1397,117,117,8,-1,2
2017-12-13,115,6,1,90,28655,1873,5,78,78,1,44333,1502,134,2,1,-1,2
2017-12-15,215,8,1,90,28655,1874,5,78,78,3,20804,1545,89,89,6,-3,2
2018-01-07,146,8,1,90,35529,1685,6,89,89,24,28655,1877,78,78,5,-24,2
2018-01-11,135,16,1,91,28655,1853,7,98,6,2,9534,1492,145,140,9,-2,2
2018-01-12,123,18,3,84,28655,1855,8,116,116,8,34226,1663,114,114,8,-8,2
2018-01-16,145,8,1,91,21201,1838,4,55,118,17,28655,1863,117,117,8,-17,2
2018-01-18,144,8,1,91,21201,1840,5,78,73,16,28655,1846,104,25,2,-16,2
2018-01-21,112,36,3,96,28655,1830,4,54,104,13,36750,1748,55,55,4,-13,2
2018-01-21,123,36,3,96,28655,1843,2,18,117,12,36750,1735,23,23,2,-12,2
2018-01-28,132,34,3,84,28655,1855,9,145,145,5,34226,1579,134,134,9,-5,2
2018-01-31,127,18,3,84,35329,1981,5,75,75,11,28655,1860,71,72,5,-11,2
2018-02-01,142,8,1,91,28655,1849,6,87,87,2,9534,1502,117,117,8,-2,2
2018-02-10,125,34,3,84,35329,1993,10,152,153,-22,28655,1851,6,148,10,22,3
2018-02-10,142,18,1,84,35329,1971,10,148,148,12,28655,1873,89,152,10,-12,2
2018-02-27,114,36,3,102,28655,1861,2,18,84,4,14714,1557,117,23,2,-4,2
2018-03-12,125,15,1,91,35329,2065,8,118,118,8,28655,1865,145,55,4,-8,2
2018-03-31,122,4,1,90,7275,1844,5,72,145,17,28655,1857,70,70,5,-17,2
2018-05-01,131,36,3,102,28655,1840,9,141,141,-21,36005,1722,145,145,9,21,3
2018-05-01,132,36,3,102,28655,1819,1,17,117,13,36005,1743,152,2,1,-13,2
2018-05-01,124,36,3,102,28655,1832,5,78,78,12,36005,1730,71,71,5,-12,2
2018-05-21,146,8,3,109,35529,1780,10,146,146,19,28655,1844,145,145,9,-19,2
2018-05-28,125,36,3,102,28655,1825,7,105,105,8,36776,1637,102,102,7,-8,2
2018-05-29,123,36,3,102,28655,1833,6,89,89,8,36776,1629,82,82,6,-8,2
2018-06-14,134,13,3,109,28655,1841,9,145,145,20,12406,1942,80,80,5,-20,2
2018-06-14,134,8,3,109,28655,1861,9,145,145,18,12406,1922,80,80,5,-18,2
2018-06-18,124,36,3,102,28655,1879,4,55,55,10,32393,1722,154,53,4,-10,2
2018-06-24,124,36,3,102,28655,1889,8,115,115,9,32393,1712,117,117,8,-9,2
2018-09-01,123,22,3,109,28655,1890,9,145,145,16,36865,1897,55,55,4,-16,2
2018-09-05,126,36,1,102,36750,1846,1,2,93,18,28655,1906,56,17,1,-18,2
2018-08-07,115,36,1,102,36750,1772,4,53,53,21,28655,1898,55,55,4,-21,2
2018-08-08,121,36,1,102,36750,1793,5,71,71,-13,28655,1877,80,80,5,13,3
2018-09-08,133,13,3,109,35529,1772,10,146,87,21,28655,1888,145,145,9,-21,2
2018-09-15,122,4,3,109,28655,1867,9,145,145,14,35529,1813,146,146,10,-14,2
2018-09-17,125,36,3,102,28655,1881,3,49,99,11,36005,1759,47,47,3,-11,2
2018-09-22,115,36,3,102,36005,1748,8,115,115,22,28655,1892,114,114,8,-22,2
2018-09-24,125,36,3,102,28655,1870,9,141,141,12,36005,1770,145,145,9,-12,2
2018-10-11,124,36,3,102,21160,1738,8,115,115,-10,28655,1882,114,114,8,10,3
2018-10-11,124,36,3,102,21160,1728,9,145,145,23,28655,1892,141,141,9,-23,2
2018-10-28,123,36,3,102,28655,1869,9,141,141,11,21160,1740,145,145,9,-11,2
2018-11-22,132,36,3,102,28655,1880,7,105,105,14,33873,1826,104,104,7,-14,2
2018-11-26,121,36,3,102,28655,1894,6,90,90,15,36750,1868,89,89,6,-15,2
2018-12-13,132,36,3,102,28655,1909,5,80,70,13,33873,1842,78,78,5,-13,2
2018-12-14,132,36,3,102,28655,1922,2,22,128,14,36750,1872,23,23,2,-14,2
2019-01-17,211,8,1,123,28655,1936,5,78,78,1,6211,1538,47,2,1,-1,2
2019-01-19,224,8,1,123,28655,1937,5,78,78,1,53939,1450,73,72,5,-1,2
2019-03-06,125,36,3,130,28655,1938,4,59,59,7,35304,1717,57,57,4,-7,2
2019-03-07,126,18,3,130,28655,1945,4,57,117,7,35304,1710,58,62,4,-7,2
2019-03-23,121,36,3,130,28655,1952,4,56,141,6,52476,1690,28,52,4,-6,2
2019-03-30,117,8,3,130,28655,1958,4,59,59,6,52476,1709,52,52,4,-6,2
2019-03-31,132,29,3,136,55789,,8,116,90,,28655,,45,31,2,,3
2019-03-31,133,30,3,136,55789,,6,88,93,,28655,,45,41,3,,2
2019-05-04,135,13,3,130,16741,1997,4,53,90,15,28655,1964,18,55,4,-15,2
2019-05-04,125,4,3,130,16741,2012,4,55,90,13,28655,1949,141,58,4,-13,2
2019-05-26,121,41,3,137,28655,1936,2,26,26,1,19621,1367,20,20,2,-1,2
2019-06-27,132,8,1,137,28655,1937,9,145,145,4,55990,1639,116,116,8,-4,2
2019-07-01,127,13,3,137,28655,1941,9,145,145,3,55990,1620,25,25,2,-3,2
2019-07-22,132,18,1,142,28655,1944,9,139,28,1,43852,1564,140,140,9,-1,2
2019-07-22,143,18,3,142,28655,1945,9,139,140,1,43852,1563,28,144,9,-1,2
2019-07-30,132,13,3,137,28655,1944,6,87,87,13,28430,1863,117,117,8,-13,2
2019-08-02,126,8,3,137,35769,2050,8,115,140,12,28655,1957,145,145,9,-12,2
2019-08-02,136,13,3,137,35769,2062,8,115,117,11,28655,1945,154,154,10,-11,2
2019-08-24,126,18,3,142,28655,1934,9,143,143,12,36750,1823,28,144,9,-12,2
2019-09-04,121,13,3,137,16741,1936,6,87,87,16,28655,1946,145,145,9,-16,2
2019-09-08,141,18,3,142,28430,1881,5,81,81,-14,28655,1930,75,75,5,14,3
2019-09-08,132,18,3,142,28430,1867,9,130,120,19,28655,1944,139,139,9,-19,2
2019-09-08,132,18,3,142,28430,1886,5,75,75,18,28655,1925,80,80,5,-18,2
2019-10-19,117,18,3,142,35329,2002,8,121,118,12,28655,1907,117,117,8,-12,2
2019-11-17,131,13,3,153,28655,1895,9,145,145,1,53659,1297,25,25,2,-1,2
2019-11-17,127,13,3,153,53659,,2,25,86,,28655,,145,145,9,,3
2019-12-04,131,8,3,153,55391,1502,6,87,87,32,28655,1896,156,145,9,-32,2
2019-12-17,115,22,3,153,56213,1516,1,2,108,-2,28655,1864,145,145,9,2,3
2020-01-03,137,8,3,153,55990,,9,145,145,,28655,,140,141,9,,2
